380,0.001165729
390,0.001911447
400,0.002509057
410,0.003104373
420,0.003640645
430,0.004190297
440,0.004518179
450,0.005010609
460,0.005414208
470,0.005685072
480,0.005914223
490,0.006131822
500,0.006404379
510,0.006668561
520,0.00687942
530,0.007245008
540,0.007712489
550,0.008060619
560,0.008294405
570,0.008484745
580,0.008450679
590,0.008483838
600,0.008308548
610,0.008035437
620,0.007965626
630,0.00786271
640,0.007669515
650,0.007792129
660,0.007724988
670,0.00772687
680,0.007826233
690,0.007640102
700,0.007348993
710,0.007222564
720,0.007061954
730,0.006938741
